label,image
0,images/train/angry/26957.jpg
0,images/train/angry/6424.jpg
0,images/train/angry/24164.jpg
0,images/train/angry/19391.jpg
0,images/train/angry/16218.jpg
0,images/train/angry/16027.jpg
0,images/train/angry/19055.jpg
0,images/validation/angry/589.jpg
0,images/train/angry/7999.jpg
0,images/train/angry/22383.jpg
0,images/validation/angry/4196.jpg
0,images/train/angry/2630.jpg
0,images/validation/angry/6555.jpg
0,images/train/angry/3838.jpg
0,images/validation/angry/35425.jpg
0,images/train/angry/28378.jpg
0,images/train/angry/1610.jpg
0,images/train/angry/34457.jpg
0,images/validation/angry/17316.jpg
0,images/train/angry/1317.jpg
0,images/train/angry/17964.jpg
0,images/train/angry/15327.jpg
0,images/train/angry/33047.jpg
0,images/train/angry/5952.jpg
0,images/train/angry/7790.jpg
0,images/train/angry/16608.jpg
0,images/train/angry/18263.jpg
0,images/validation/angry/21111.jpg
0,images/train/angry/29640.jpg
0,images/train/angry/28145.jpg
0,images/train/angry/1586.jpg
0,images/validation/angry/249.jpg
0,images/validation/angry/35009.jpg
0,images/train/angry/5566.jpg
0,images/validation/angry/28867.jpg
0,images/train/angry/22537.jpg
0,images/train/angry/14096.jpg
0,images/train/angry/15083.jpg
0,images/validation/angry/3599.jpg
0,images/train/angry/24325.jpg
0,images/train/angry/3616.jpg
0,images/train/angry/28136.jpg
0,images/train/angry/32215.jpg
0,images/train/angry/21246.jpg
0,images/train/angry/22143.jpg
0,images/train/angry/14719.jpg
0,images/train/angry/5586.jpg
0,images/train/angry/4368.jpg
0,images/train/angry/11922.jpg
0,images/train/angry/9030.jpg
0,images/train/angry/14299.jpg
0,images/train/angry/5633.jpg
0,images/train/angry/16397.jpg
0,images/train/angry/15410.jpg
0,images/validation/angry/3226.jpg
0,images/train/angry/28716.jpg
0,images/train/angry/13568.jpg
0,images/validation/angry/28509.jpg
0,images/validation/angry/35809.jpg
0,images/validation/angry/27483.jpg
0,images/train/angry/30093.jpg
0,images/validation/angry/33666.jpg
0,images/train/angry/7826.jpg
0,images/train/angry/3895.jpg
0,images/train/angry/35665.jpg
0,images/train/angry/26302.jpg
0,images/train/angry/29599.jpg
0,images/validation/angry/18565.jpg
0,images/train/angry/32858.jpg
0,images/train/angry/10192.jpg
0,images/train/angry/2246.jpg
0,images/train/angry/9285.jpg
0,images/validation/angry/1438.jpg
0,images/train/angry/3331.jpg
0,images/train/angry/29788.jpg
0,images/train/angry/11215.jpg
0,images/train/angry/13543.jpg
0,images/train/angry/5544.jpg
0,images/train/angry/4608.jpg
0,images/train/angry/24451.jpg
0,images/train/angry/14008.jpg
0,images/train/angry/20200.jpg
0,images/train/angry/21793.jpg
0,images/train/angry/16047.jpg
0,images/train/angry/469.jpg
0,images/train/angry/15023.jpg
0,images/train/angry/2881.jpg
0,images/train/angry/27904.jpg
0,images/train/angry/17629.jpg
0,images/train/angry/26519.jpg
0,images/train/angry/7082.jpg
0,images/train/angry/23679.jpg
0,images/train/angry/91.jpg
0,images/train/angry/14304.jpg
0,images/train/angry/19954.jpg
0,images/train/angry/18519.jpg
0,images/train/angry/19586.jpg
0,images/train/angry/22904.jpg
0,images/train/angry/11623.jpg
0,images/train/angry/14614.jpg
0,images/train/angry/21171.jpg
0,images/train/angry/22954.jpg
0,images/train/angry/7241.jpg
0,images/train/angry/20492.jpg
0,images/train/angry/18817.jpg
0,images/train/angry/27091.jpg
0,images/train/angry/11389.jpg
0,images/train/angry/23287.jpg
0,images/train/angry/23340.jpg
0,images/train/angry/6021.jpg
0,images/train/angry/19083.jpg
0,images/train/angry/353.jpg
0,images/train/angry/33579.jpg
0,images/validation/angry/13220.jpg
0,images/validation/angry/4349.jpg
0,images/train/angry/17791.jpg
0,images/train/angry/18139.jpg
0,images/validation/angry/21099.jpg
0,images/train/angry/27304.jpg
0,images/train/angry/10265.jpg
0,images/train/angry/7202.jpg
0,images/train/angry/30302.jpg
0,images/train/angry/7911.jpg
0,images/train/angry/18290.jpg
0,images/train/angry/12055.jpg
0,images/train/angry/17190.jpg
0,images/validation/angry/1177.jpg
0,images/train/angry/19639.jpg
0,images/train/angry/28759.jpg
0,images/train/angry/5750.jpg
0,images/train/angry/6002.jpg
0,images/train/angry/27617.jpg
0,images/train/angry/11403.jpg
0,images/train/angry/1150.jpg
0,images/validation/angry/18602.jpg
0,images/train/angry/12474.jpg
0,images/validation/angry/157.jpg
0,images/validation/angry/12680.jpg
0,images/validation/angry/32352.jpg
0,images/train/angry/9289.jpg
0,images/train/angry/19491.jpg
0,images/train/angry/5655.jpg
0,images/train/angry/31279.jpg
0,images/validation/angry/18140.jpg
0,images/train/angry/7779.jpg
0,images/train/angry/2111.jpg
0,images/validation/angry/8734.jpg
0,images/train/angry/29451.jpg
0,images/train/angry/20671.jpg
0,images/train/angry/11863.jpg
0,images/validation/angry/18166.jpg
0,images/train/angry/9555.jpg
0,images/train/angry/23857.jpg
0,images/train/angry/27538.jpg
0,images/train/angry/31154.jpg
0,images/validation/angry/6232.jpg
0,images/train/angry/35115.jpg
0,images/train/angry/26974.jpg
0,images/train/angry/10440.jpg
0,images/train/angry/27740.jpg
0,images/train/angry/22212.jpg
0,images/train/angry/19638.jpg
0,images/validation/angry/23749.jpg
0,images/train/angry/14482.jpg
0,images/train/angry/32559.jpg
0,images/train/angry/10973.jpg
0,images/train/angry/27250.jpg
0,images/train/angry/1375.jpg
0,images/train/angry/31383.jpg
0,images/train/angry/26881.jpg
0,images/train/angry/307.jpg
0,images/validation/angry/5637.jpg
0,images/train/angry/9389.jpg
0,images/train/angry/8747.jpg
0,images/train/angry/11882.jpg
0,images/train/angry/3319.jpg
0,images/train/angry/15505.jpg
0,images/train/angry/17801.jpg
0,images/train/angry/19874.jpg
0,images/train/angry/19704.jpg
0,images/validation/angry/32584.jpg
0,images/train/angry/6299.jpg
0,images/train/angry/13159.jpg
0,images/train/angry/17628.jpg
0,images/validation/angry/3303.jpg
0,images/train/angry/10812.jpg
0,images/train/angry/25489.jpg
0,images/validation/angry/2055.jpg
0,images/train/angry/23361.jpg
0,images/train/angry/34846.jpg
0,images/train/angry/30413.jpg
0,images/train/angry/9528.jpg
0,images/train/angry/17589.jpg
0,images/train/angry/17785.jpg
0,images/train/angry/31271.jpg
0,images/train/angry/32442.jpg
0,images/train/angry/1308.jpg
0,images/train/angry/22203.jpg
0,images/train/angry/12254.jpg
0,images/train/angry/8183.jpg
0,images/validation/angry/24412.jpg
0,images/train/angry/33681.jpg
0,images/train/angry/879.jpg
0,images/validation/angry/28248.jpg
0,images/train/angry/6629.jpg
0,images/train/angry/31444.jpg
0,images/train/angry/21372.jpg
0,images/train/angry/2503.jpg
0,images/train/angry/26804.jpg
0,images/train/angry/1450.jpg
0,images/train/angry/15223.jpg
0,images/validation/angry/11028.jpg
0,images/train/angry/19735.jpg
0,images/train/angry/3956.jpg
0,images/train/angry/10181.jpg
0,images/validation/angry/2511.jpg
0,images/train/angry/32994.jpg
0,images/train/angry/12532.jpg
0,images/train/angry/33706.jpg
0,images/train/angry/18832.jpg
0,images/train/angry/32203.jpg
0,images/train/angry/18522.jpg
0,images/train/angry/6223.jpg
0,images/validation/angry/3327.jpg
0,images/train/angry/16909.jpg
0,images/validation/angry/4306.jpg
0,images/train/angry/21576.jpg
0,images/train/angry/12203.jpg
0,images/train/angry/149.jpg
0,images/train/angry/9755.jpg
0,images/train/angry/25137.jpg
0,images/train/angry/3817.jpg
0,images/train/angry/11426.jpg
0,images/train/angry/23283.jpg
0,images/train/angry/5399.jpg
0,images/train/angry/22953.jpg
0,images/train/angry/11042.jpg
0,images/train/angry/19480.jpg
0,images/train/angry/19543.jpg
0,images/train/angry/19436.jpg
0,images/train/angry/29480.jpg
0,images/train/angry/34056.jpg
0,images/train/angry/21745.jpg
0,images/train/angry/18081.jpg
0,images/train/angry/32775.jpg
0,images/train/angry/25294.jpg
0,images/train/angry/35650.jpg
0,images/validation/angry/26337.jpg
0,images/validation/angry/11158.jpg
0,images/validation/angry/30619.jpg
0,images/train/angry/5850.jpg
0,images/train/angry/12375.jpg
0,images/train/angry/20741.jpg
0,images/train/angry/22218.jpg
0,images/validation/angry/21447.jpg
0,images/validation/angry/25876.jpg
0,images/train/angry/24979.jpg
0,images/train/angry/24738.jpg
0,images/train/angry/23235.jpg
0,images/train/angry/19788.jpg
0,images/validation/angry/33729.jpg
0,images/validation/angry/5610.jpg
0,images/train/angry/14221.jpg
0,images/train/angry/34133.jpg
0,images/train/angry/22072.jpg
0,images/train/angry/342.jpg
0,images/validation/angry/2933.jpg
0,images/validation/angry/4317.jpg
0,images/train/angry/22775.jpg
0,images/train/angry/7465.jpg
0,images/train/angry/26721.jpg
0,images/validation/angry/30535.jpg
0,images/train/angry/18156.jpg
0,images/train/angry/15612.jpg
0,images/train/angry/4011.jpg
0,images/train/angry/10142.jpg
0,images/validation/angry/14206.jpg
0,images/validation/angry/15500.jpg
0,images/train/angry/23492.jpg
0,images/train/angry/10904.jpg
0,images/train/angry/33162.jpg
0,images/train/angry/21855.jpg
0,images/validation/angry/24490.jpg
0,images/train/angry/233.jpg
0,images/train/angry/24283.jpg
0,images/train/angry/33713.jpg
0,images/train/angry/18484.jpg
0,images/train/angry/20818.jpg
0,images/train/angry/32207.jpg
0,images/train/angry/5617.jpg
0,images/train/angry/14778.jpg
0,images/validation/angry/6119.jpg
0,images/validation/angry/5519.jpg
0,images/train/angry/6101.jpg
0,images/validation/angry/27296.jpg
0,images/train/angry/19423.jpg
0,images/train/angry/9208.jpg
0,images/train/angry/18869.jpg
0,images/train/angry/28573.jpg
0,images/train/angry/21081.jpg
0,images/train/angry/10961.jpg
0,images/train/angry/33989.jpg
0,images/train/angry/7184.jpg
0,images/train/angry/8330.jpg
0,images/validation/angry/1555.jpg
0,images/train/angry/18434.jpg
0,images/train/angry/23608.jpg
0,images/train/angry/10115.jpg
0,images/train/angry/14104.jpg
0,images/train/angry/24266.jpg
0,images/train/angry/21567.jpg
0,images/train/angry/7956.jpg
0,images/train/angry/33059.jpg
0,images/train/angry/31505.jpg
0,images/validation/angry/19877.jpg
0,images/validation/angry/14108.jpg
0,images/train/angry/16917.jpg
0,images/train/angry/9586.jpg
0,images/train/angry/31518.jpg
0,images/train/angry/34830.jpg
0,images/train/angry/22177.jpg
0,images/train/angry/17571.jpg
0,images/validation/angry/1880.jpg
0,images/validation/angry/6955.jpg
0,images/validation/angry/28660.jpg
0,images/train/angry/24277.jpg
0,images/train/angry/34079.jpg
0,images/train/angry/9176.jpg
0,images/train/angry/25865.jpg
0,images/train/angry/7524.jpg
0,images/train/angry/25740.jpg
0,images/validation/angry/8151.jpg
0,images/train/angry/1587.jpg
0,images/train/angry/17336.jpg
0,images/train/angry/35119.jpg
0,images/validation/angry/19961.jpg
0,images/train/angry/14071.jpg
0,images/train/angry/8840.jpg
0,images/train/angry/12304.jpg
0,images/train/angry/22035.jpg
0,images/train/angry/26414.jpg
0,images/train/angry/27516.jpg
0,images/train/angry/14439.jpg
0,images/train/angry/43.jpg
0,images/train/angry/13022.jpg
0,images/train/angry/6694.jpg
0,images/validation/angry/3188.jpg
0,images/train/angry/26711.jpg
0,images/train/angry/29272.jpg
0,images/train/angry/30589.jpg
0,images/train/angry/11385.jpg
0,images/train/angry/5162.jpg
0,images/train/angry/14344.jpg
0,images/train/angry/18460.jpg
0,images/validation/angry/8275.jpg
0,images/train/angry/743.jpg
0,images/train/angry/18941.jpg
0,images/validation/angry/5564.jpg
0,images/train/angry/33448.jpg
0,images/train/angry/10441.jpg
0,images/train/angry/34106.jpg
0,images/train/angry/14604.jpg
0,images/train/angry/25244.jpg
0,images/train/angry/35187.jpg
0,images/train/angry/30399.jpg
0,images/train/angry/7533.jpg
0,images/train/angry/29901.jpg
0,images/train/angry/25964.jpg
0,images/validation/angry/24542.jpg
0,images/train/angry/24326.jpg
0,images/train/angry/33054.jpg
0,images/train/angry/19694.jpg
0,images/train/angry/26902.jpg
0,images/train/angry/13636.jpg
0,images/train/angry/2394.jpg
0,images/train/angry/18644.jpg
0,images/train/angry/33108.jpg
0,images/train/angry/18760.jpg
0,images/train/angry/295.jpg
0,images/validation/angry/12230.jpg
0,images/train/angry/14172.jpg
0,images/train/angry/9753.jpg
0,images/train/angry/13770.jpg
0,images/train/angry/30742.jpg
0,images/train/angry/21283.jpg
0,images/train/angry/26710.jpg
0,images/train/angry/6316.jpg
0,images/train/angry/22858.jpg
0,images/train/angry/12511.jpg
0,images/train/angry/5363.jpg
0,images/train/angry/28366.jpg
0,images/train/angry/938.jpg
0,images/train/angry/10397.jpg
0,images/train/angry/23169.jpg
0,images/validation/angry/35669.jpg
0,images/train/angry/16544.jpg
0,images/train/angry/35073.jpg
0,images/train/angry/985.jpg
0,images/train/angry/10214.jpg
0,images/train/angry/23314.jpg
0,images/train/angry/15526.jpg
0,images/train/angry/3973.jpg
0,images/train/angry/34149.jpg
0,images/train/angry/6531.jpg
0,images/train/angry/33160.jpg
0,images/train/angry/3249.jpg
0,images/validation/angry/11675.jpg
0,images/train/angry/34624.jpg
0,images/train/angry/18366.jpg
0,images/train/angry/13324.jpg
0,images/train/angry/1668.jpg
0,images/validation/angry/1582.jpg
0,images/train/angry/2430.jpg
0,images/train/angry/11769.jpg
0,images/train/angry/27177.jpg
0,images/train/angry/17712.jpg
0,images/train/angry/1413.jpg
0,images/train/angry/16355.jpg
0,images/train/angry/35307.jpg
0,images/train/angry/7351.jpg
0,images/train/angry/29221.jpg
0,images/train/angry/26291.jpg
0,images/validation/angry/18633.jpg
0,images/train/angry/31064.jpg
0,images/train/angry/17729.jpg
0,images/train/angry/15418.jpg
0,images/train/angry/32841.jpg
0,images/train/angry/31378.jpg
0,images/validation/angry/2487.jpg
0,images/train/angry/29830.jpg
0,images/train/angry/10907.jpg
0,images/train/angry/15391.jpg
0,images/validation/angry/20796.jpg
0,images/train/angry/5045.jpg
0,images/train/angry/1338.jpg
0,images/train/angry/35607.jpg
0,images/validation/angry/23164.jpg
0,images/train/angry/26162.jpg
0,images/train/angry/23048.jpg
0,images/train/angry/18418.jpg
0,images/train/angry/31815.jpg
0,images/train/angry/33328.jpg
0,images/train/angry/25791.jpg
0,images/train/angry/25172.jpg
0,images/train/angry/18581.jpg
0,images/train/angry/23188.jpg
0,images/train/angry/13355.jpg
0,images/train/angry/26595.jpg
0,images/train/angry/26894.jpg
0,images/train/angry/881.jpg
0,images/train/angry/20483.jpg
0,images/train/angry/12456.jpg
0,images/train/angry/26490.jpg
0,images/validation/angry/30024.jpg
0,images/train/angry/9245.jpg
0,images/train/angry/26904.jpg
0,images/train/angry/17721.jpg
0,images/train/angry/2302.jpg
0,images/train/angry/1213.jpg
0,images/train/angry/17756.jpg
0,images/train/angry/27295.jpg
0,images/train/angry/31971.jpg
0,images/train/angry/8706.jpg
0,images/train/angry/16653.jpg
0,images/validation/angry/28207.jpg
0,images/train/angry/7833.jpg
0,images/train/angry/24762.jpg
0,images/train/angry/3995.jpg
0,images/validation/angry/26618.jpg
0,images/train/angry/23674.jpg
0,images/train/angry/34350.jpg
0,images/train/angry/9815.jpg
0,images/train/angry/12972.jpg
0,images/train/angry/581.jpg
0,images/validation/angry/521.jpg
0,images/train/angry/25904.jpg
0,images/validation/angry/3819.jpg
0,images/train/angry/263.jpg
0,images/train/angry/13778.jpg
0,images/train/angry/21286.jpg
0,images/validation/angry/35407.jpg
0,images/train/angry/2095.jpg
0,images/validation/angry/6390.jpg
0,images/train/angry/1940.jpg
0,images/validation/angry/35010.jpg
0,images/validation/angry/29866.jpg
0,images/train/angry/26861.jpg
0,images/validation/angry/17445.jpg
0,images/train/angry/3650.jpg
0,images/validation/angry/5962.jpg
0,images/train/angry/24839.jpg
0,images/validation/angry/16287.jpg
0,images/train/angry/7584.jpg
0,images/train/angry/23867.jpg
0,images/validation/angry/6471.jpg
0,images/train/angry/27114.jpg
0,images/train/angry/8630.jpg
0,images/train/angry/25611.jpg
0,images/train/angry/5460.jpg
0,images/train/angry/21300.jpg
0,images/train/angry/34902.jpg
0,images/train/angry/28533.jpg
0,images/train/angry/14129.jpg
0,images/train/angry/30484.jpg
0,images/train/angry/28345.jpg
0,images/train/angry/117.jpg
0,images/train/angry/24920.jpg
0,images/train/angry/24216.jpg
0,images/validation/angry/26899.jpg
0,images/train/angry/30609.jpg
0,images/train/angry/11644.jpg
0,images/train/angry/14248.jpg
0,images/validation/angry/4100.jpg
0,images/train/angry/11764.jpg
0,images/train/angry/11315.jpg
0,images/train/angry/961.jpg
0,images/validation/angry/28585.jpg
0,images/train/angry/1384.jpg
0,images/train/angry/10656.jpg
0,images/train/angry/241.jpg
0,images/train/angry/3442.jpg
0,images/train/angry/9930.jpg
0,images/train/angry/35385.jpg
0,images/validation/angry/1106.jpg
0,images/validation/angry/6484.jpg
0,images/train/angry/16271.jpg
0,images/train/angry/26664.jpg
0,images/train/angry/10548.jpg
0,images/train/angry/18214.jpg
0,images/train/angry/16186.jpg
0,images/train/angry/2081.jpg
0,images/train/angry/8150.jpg
0,images/train/angry/4756.jpg
0,images/validation/angry/15835.jpg
0,images/train/angry/3387.jpg
0,images/train/angry/431.jpg
0,images/train/angry/16502.jpg
0,images/train/angry/13075.jpg
0,images/train/angry/32938.jpg
0,images/train/angry/25908.jpg
0,images/train/angry/2897.jpg
0,images/train/angry/6573.jpg
0,images/train/angry/35560.jpg
0,images/validation/angry/10079.jpg
0,images/train/angry/7303.jpg
0,images/train/angry/4180.jpg
0,images/train/angry/23790.jpg
0,images/train/angry/9539.jpg
0,images/validation/angry/25844.jpg
0,images/validation/angry/15771.jpg
0,images/train/angry/21639.jpg
0,images/train/angry/28026.jpg
0,images/train/angry/31932.jpg
0,images/validation/angry/8916.jpg
0,images/train/angry/5245.jpg
0,images/train/angry/35845.jpg
0,images/train/angry/26263.jpg
0,images/validation/angry/6426.jpg
0,images/train/angry/7797.jpg
0,images/validation/angry/28062.jpg
0,images/train/angry/360.jpg
0,images/train/angry/10544.jpg
0,images/validation/angry/16033.jpg
0,images/validation/angry/21921.jpg
0,images/validation/angry/22990.jpg
0,images/train/angry/12198.jpg
0,images/train/angry/4939.jpg
0,images/train/angry/15482.jpg
0,images/train/angry/6413.jpg
0,images/validation/angry/1124.jpg
0,images/validation/angry/9802.jpg
0,images/train/angry/17311.jpg
0,images/train/angry/33148.jpg
0,images/train/angry/10158.jpg
0,images/train/angry/3034.jpg
0,images/train/angry/1200.jpg
0,images/train/angry/6339.jpg
0,images/train/angry/30285.jpg
0,images/train/angry/1365.jpg
0,images/validation/angry/21068.jpg
0,images/train/angry/18535.jpg
0,images/train/angry/11325.jpg
0,images/train/angry/35403.jpg
0,images/validation/angry/30563.jpg
0,images/train/angry/8323.jpg
0,images/train/angry/6134.jpg
0,images/train/angry/4847.jpg
0,images/train/angry/1250.jpg
0,images/train/angry/2067.jpg
0,images/validation/angry/6274.jpg
0,images/train/angry/10310.jpg
0,images/validation/angry/29527.jpg
0,images/validation/angry/26956.jpg
0,images/train/angry/19091.jpg
0,images/train/angry/25134.jpg
0,images/train/angry/32363.jpg
0,images/train/angry/15836.jpg
0,images/train/angry/34807.jpg
0,images/train/angry/19746.jpg
0,images/train/angry/27173.jpg
0,images/validation/angry/2117.jpg
0,images/train/angry/30905.jpg
0,images/train/angry/6918.jpg
0,images/train/angry/34740.jpg
0,images/train/angry/14583.jpg
0,images/validation/angry/3862.jpg
0,images/validation/angry/35145.jpg
0,images/train/angry/5528.jpg
0,images/train/angry/27132.jpg
0,images/train/angry/11474.jpg
0,images/train/angry/26432.jpg
0,images/train/angry/30047.jpg
0,images/train/angry/30194.jpg
0,images/train/angry/31657.jpg
0,images/train/angry/29419.jpg
0,images/train/angry/22441.jpg
0,images/train/angry/11151.jpg
0,images/validation/angry/14706.jpg
0,images/train/angry/24407.jpg
0,images/train/angry/18682.jpg
0,images/validation/angry/1825.jpg
0,images/validation/angry/26038.jpg
0,images/train/angry/13038.jpg
0,images/validation/angry/34040.jpg
0,images/train/angry/8668.jpg
0,images/train/angry/7572.jpg
0,images/train/angry/28830.jpg
0,images/train/angry/17235.jpg
0,images/validation/angry/32506.jpg
0,images/train/angry/29035.jpg
0,images/train/angry/26534.jpg
0,images/train/angry/15321.jpg
0,images/train/angry/27245.jpg
0,images/train/angry/35236.jpg
0,images/train/angry/2696.jpg
0,images/train/angry/16240.jpg
0,images/train/angry/20050.jpg
0,images/train/angry/10511.jpg
0,images/train/angry/18432.jpg
0,images/validation/angry/1386.jpg
0,images/validation/angry/15190.jpg
0,images/train/angry/1998.jpg
0,images/train/angry/10942.jpg
0,images/train/angry/18720.jpg
0,images/train/angry/18512.jpg
0,images/train/angry/4193.jpg
0,images/train/angry/15002.jpg
0,images/train/angry/21458.jpg
